"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Nigeria","NGA","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","343000000","287000000","269000000","190000000","208000000","219000000","195260000","92260000","97270000","112360000","202160000","408251560.768961","355471038.557593","558758429.452631","5602478427.07708","5585609562.30902","5179842119.24904","4232234051.42271","1886654603.51189","5547898026.01849","10234800373.239","3895367135.50454","1612543479.02942","989896299.038786","1462311804.67394","1667219244.28822","1081354727.04366","1165255358.99218","651148026.537121","1765591373.82711","3864294618.08766","4435100130.16922","967110000.412501","1372067195.7463","1385879649.19862","1443416271.06349","4075717078.01769","7581882901.75295","7100827100.24429","5450323690.52047","9910901047.5379","10456642866.0477","7331336989.09119","7128436636.00119","16955637969.1635","28279620717.2055","42298313133.3081","51333378335.6826","53000575306.5368","42382717738.1048","32339472715.6973","32639987435.7376","43830638131.6587","42847532137.5805","34241737874.4871","28283230144.31","27232964319.3379","39608525296.3652","42838869124.791","38335890478.7729","36729565817.615","40476363167.0316","35563949955.4969","32034797236.9329","38612493466.5986",
"Nigeria","NGA","Bank liquid reserves to bank assets ratio (%)","FD.RES.LIQU.AS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.9390099738402","22.7545126926609","20.6649932807391","17.3059310130896","20.1896014977901","14.0682226517088","22.2729406834947","12.924310613184","5.83362118482947","7.8064919067348","18.085873307813","17.2098613229931","32.4881430352932","35.983772509683","33.7535425675709","26.8445072251941","40.3768272732483","52.7227057585822","55.1684025507462","69.0527352665342","64.5406819698937","63.2424684322258","54.8797722520829","",
"Nigeria","NGA","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.64631608765083","4.13399995801466","3.73884998158842","5.15011260002496","6.19714385977442","6.41094987492068","6.49220290110826","6.32874806670587","5.73743401026177","5.82121639816799","5.53049153182941","4.91897357418085","4.68329202078777","4.38158695646469","4.24944027549597","4.73067599245371","4.40097998099558","4.2411550331707","4.36487210382441","","",
"Nigeria","NGA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6","11.6","11.6","11.6","11.6","11.6","11.6","11.6","11.6","11.6","11.6","11.6",
"Nigeria","NGA","Renewable internal freshwater resources, total (billion cubic meters)","ER.H2O.INTR.K3","","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","221","","",
"Nigeria","NGA","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.749552773","10.4592562","11.08742783","11.64735424","12.14958376","12.6025974","13.0132916","13.38733181","13.72941539","14.04346995","14.33280481","14.60022803","14.84813789","15.07859499","15.49490511","15.89168794","16.2702859","16.63192113","16.97770866","16.71742866","16.46500871","16.22009806","15.98236653","15.75150301","15.75150301","15.75150301","15.75150301","15.75150301","15.75150301","15.75150301","15.75150301","15.75150301","15.75150301","15.75150301","15.75150301","15.75150301","","",
"Nigeria","NGA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","58510","55010","65230","66250","85470","97280","110100","119420","120130","115850","155899","245296","246394","250593","257336","256500","260585","262178","264068","268753","261293","260132","269715","272312","263933","245353","271573","260808","279514","300449","316328","267705","318415","255499","281232","366101","357484","412220","483482","477365","467095","476544","511719","505839","509201","579537","636901","615507","744575","751006","817516","856614","922652","1000061","1073059","1027058","1041498","1212474.97","1169478","1114556.256","1044812.422","1080855","1043230","1058435","",
"Nigeria","NGA","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","2145512","2307157","2483438","2675543","2838869","2987077","3144274","3310861","3487727","3674807","3873599","4087814","4343653","4616235","4907942","5219792","5553761","5910036","6291783","6700409","7138570","7606591","8108708","8646857","9061683","9498924","9961849","10451480","10970275","11517878","12098458","12663015","13164493","13620646","14096483","14592355","15110020","15648392","16210812","16797791","17411511","18050724","18719576","19418804","20151142","20915320","21684206","22400242","23144369","23914619","24715331","25546733","26411374","27307010","28238744","29206902","30213092","31259002","32346402","33486829","34689725","35962065","37306530","38722546","40206132",
"Nigeria","NGA","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.41576133661807","","","","","","","","","","3.46436331009466","","","","","","","","","","","","","","","3.52576087697703","","","","","","","","","",
"Nigeria","NGA","Mammal species, threatened","EN.MAM.THRD.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","","","","35","","",
"Nigeria","NGA","Nitrous oxide (N2O) emissions from Waste (Mt CO2e)","EN.GHG.N2O.WA.MT.CE.AR5","","","","","","","","","","","0.4409","0.4345","0.3741","0.4293","0.4782","0.482","0.4664","0.4501","0.4641","0.4783","0.5372","0.564","0.5794","0.5465","0.5739","0.6284","0.6729","0.6925","0.7269","0.7914","0.7996","0.8531","0.8942","0.9316","0.9905","1.0337","1.0814","1.1247","1.1532","1.1825","1.1869","1.2171","1.2546","1.3023","1.3678","1.4338","1.5027","1.5502","1.6018","1.627","1.6524","1.6618","1.6873","1.733","1.7709","1.8182","1.8572","1.9156","1.9559","1.9899","2.024","2.076","2.1197","2.1644","",
"Nigeria","NGA","Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e)","EN.GHG.N2O.IP.MT.CE.AR5","","","","","","","","","","","0.7563","0.7679","0.8039","0.8418","0.8807","0.896","0.9485","0.9896","1.0419","1.0871","1.1376","1.1545","1.526","1.4807","1.4649","1.4984","1.5278","1.585","1.5474","1.6624","1.7083","1.7853","1.8539","1.6903","1.7894","1.8633","2.0443","1.9262","2.1309","2.1358","2.1407","2.3633","2.3271","2.4676","2.4776","2.6754","2.5737","2.6643","2.7237","2.6761","2.91","3.0235","3.1895","3.3413","3.3603","3.3356","3.5467","3.5072","3.5569","3.6672","3.6866","3.7781","3.863","3.7712","",
"Nigeria","NGA","Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e)","EN.GHG.N2O.AG.MT.CE.AR5","","","","","","","","","","","5.5004","5.6951","5.8464","6.1571","6.3644","6.6544","7.0528","7.257","7.4666","7.8276","8.2019","8.5089","8.5189","8.7948","8.9952","9.1906","9.3755","9.3465","9.621","9.828","9.7624","9.9594","10.1819","10.6886","10.8604","10.8156","11.0189","11.144","11.564","11.8865","12.0877","12.6543","12.6839","13.0125","13.2274","13.6764","14.033","14.1761","15.5997","15.4172","16.664","17.3305","17.3643","18.5359","18.1513","18.0166","18.8015","20.1327","20.3385","20.4739","21.3773","22.7517","23.5518","24.4411","",
"Nigeria","NGA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","2.977","2.977","3.4735","4.1618","4.5513","5.4029","7.1646","9.4178","11.5211","11.6169","13.4882","13.9991","15.129","15.7263","14.4557","13.6421","13.0651","12.8062","14.0503","14.1352","11.7602","15.3354","18.7137","16.0715","12.9024","14.944","17.1489","21.8978","18.038","19.6568","21.832","26.5829","27.531","29.0843","29.688","28.7073","24.2273","21.1573","25.3704","23.7401","29.7333","31.7314","35.1641","44.854","49.1804","44.7203","51.2512","51.2974","54.9908","58.8389","50.5135","57.2135","59.6821","57.8574","",
"Nigeria","NGA","Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)","EN.GHG.CO2.PC.CE.AR5","","","","","","","","","","","0.515525521793655","0.744502932149376","0.942253463156082","1.10529686701068","1.3613710332945","1.00894934089713","1.15186781135171","0.988082176153673","1.00254978858599","1.39006354869537","1.21421725620545","0.963307840081144","0.891327606973226","0.869670726343409","0.851483445130429","0.862058273169844","0.81974343766268","0.755727237103038","0.836644476222529","0.840792842865306","0.773337980460956","0.815718690870157","0.870388678551924","0.82428552657197","0.749486865857949","0.801761041394294","0.910978869731706","0.863442932603571","0.762153984387364","0.731242257043876","0.793658969888662","0.821769347824907","0.725466824353685","0.784874816260829","0.737360547996734","0.71062027357531","0.62268688008601","0.551614215902247","0.583368075337713","0.501455530886545","0.568500715956155","0.609298896826681","0.583423583202386","0.644514548437467","0.663324079369472","0.616825098874833","0.617495984777202","0.594333975254568","0.609462080512785","0.619418110857536","0.570700371517378","0.599378245348772","0.583043144043661","0.561436047791993","",
"Nigeria","NGA","Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e)","EN.GHG.CO2.LU.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208.6745","213.2497","218.3385","223.7856","229.913","236.8153","243.9064","267.0573","261.9641","254.4123","265.1546","276.5352","290.7479","286.026","291.779","296.2766","297.3532","300.6155","304.1413","306.9961","209.6498","210.9888","225.5989","225.5989","",
"Nigeria","NGA","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.862","0.862","1.0981","1.5456","1.6047","1.777","2.1832","2.4489","3.1054","3.0402","3.1883","3.8097","4.6782","4.6225","3.8631","4.3132","3.4834","3.029","3.9673","4.2389","3.8288","3.7295","4.392","4.0417","3.4563","3.1509","3.5216","2.9566","2.937","3.0593","3.6894","3.3049","3.2687","8.1738","6.6512","5.8955","5.6895","6.3984","8.0834","5.0994","5.2301","10.537","10.6913","12.2644","13.0557","13.364","13.5129","12.3115","13.6115","13.8477","12.9454","14.3669","13.6492","13.0873","",
"Nigeria","NGA","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.81364740116237","13.363883895149","16.5024428263137","32.668967230999","45.2628879553112","68.0569132699963","56.0797790356174","43.8095904179535","37.7537866324602","51.2848349787508","51.1570376233931","28.594234389463","41.6696735074281","38.8479587657488","34.8507944682608","26.0556130431719","18.5262718406581","15.9934787319662","12.6203067454432","17.4523925710105","23.5947721768414","26.4799617243742","21.1916308627434","23.1818680349249","22.6250594082855","17.7346382227478","20.3892414972636","22.317911286806","26.4054662510603","15.2469874634609","12.1515574905305","8.12949072330018","11.0054610586305","",
"Nigeria","NGA","Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CH4.MT.CE.AR5","","","","","","","","","","","145.5537","146.5526","168.6143","187.7764","202.856","169.0734","191.4813","194.6664","181.3316","213.3012","197.5377","152.5247","143.2478","140.3902","152.3284","161.4368","160.0605","151.4572","161.465","184.2156","188.7363","197.8214","213.9588","219.8824","250.3945","274.1638","317.1844","294.5792","271.4209","259.9914","285.5294","285.2882","242.704","267.3821","262.0565","254.5124","237.9127","223.7021","218.9218","212.5554","221.6753","233.2682","238.7136","228.7326","232.4889","231.438","222.208","227.2182","230.8583","238.573","217.5129","211.6707","204.0796","209.5076","",
"Nigeria","NGA","Methane (CH4) emissions from Building (Energy) (Mt CO2e)","EN.GHG.CH4.BU.MT.CE.AR5","","","","","","","","","","","10.4191","10.4191","10.6775","10.9455","11.2265","11.5216","11.8255","12.1436","12.4803","12.827","13.1937","13.5743","13.9728","14.3825","14.7979","15.2153","15.639","16.0653","16.4905","16.9277","17.906","18.3416","18.787","19.242","19.7238","20.2192","20.7226","21.2353","21.7606","22.3008","22.8774","23.4628","24.0441","24.6866","25.2788","25.9643","26.6625","27.5528","28.2269","28.935","29.9495","30.9065","32.2329","32.8298","33.7864","34.3882","34.9491","35.5474","36.1543","36.7684","37.3975","38.0337","38.254","38.2535","",
"Nigeria","NGA","Government Effectiveness: Estimate","GE.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.923635601997375","","-1.11976456642151","","-0.970691919326782","","-1.0197149515152","-0.916132032871246","-0.935620546340942","-0.897212326526642","-0.96748149394989","-1.03206491470337","-0.987497508525848","-1.20047557353973","-1.16522252559662","-1.10223460197449","-1.00097513198853","-0.998286724090576","-1.18984341621399","-0.99655681848526","-1.12036550045013","-1.04120397567749","-1.11820352077484","-1.21315038204193","-1.14378702640533","-1.02695763111115","-1.04151690006256","-0.847906708717346","",
"Nigeria","NGA","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
